MOFname,ASA_A^2,ASA_m^2/cm^3,ASA_m^2/g,Density,Largest_free_sphere,Largest_included_sphere,Largest_included_sphere_along_free_path,NASA_A^2,NASA_m^2/cm^3,NASA_m^2/g,POAV_A^3,POAV_Volume_fraction,POAV_cm^3/g,PONAV_A^3,PONAV_Volume_fraction,PONAV_cm^3/g,Unitcell_volume
qmof-cc2f06a,0,0,0,2.23703,1.16634,4.61606,4.60759,73.4598,443.44,198.227,0,0,0,210.552,0.1271,0.0568164,1656.59
qmof-8c44268,229.515,1406.07,1082.21,1.29927,3.14025,4.67301,4.67043,0,0,0,464.718,0.2847,0.219124,0,0,0,1632.31
qmof-c06322b,0,0,0,1.62728,1.2875,2.33288,2.3321,0,0,0,0,0,0,0,0,0,1107.94
qmof-651fdeb,0,0,0,1.60592,1.09359,2.34842,2.33909,0,0,0,0,0,0,0,0,0,1131.71
qmof-14cf349,0,0,0,2.42679,1.57,2.58127,2.58108,0,0,0,0,0,0,0,0,0,1147.9
qmof-3121e49,0,0,0,1.69221,1.3838,2.05457,2.05457,0,0,0,0,0,0,0,0,0,856.04
qmof-c11cc76,0,0,0,1.95861,0.86434,1.46752,1.46015,0,0,0,0,0,0,0,0,0,576.655
qmof-221ddc2,0,0,0,2.137,0.82324,2.41219,1.7155,0,0,0,0,0,0,0,0,0,1181.3
qmof-cad0a5d,0,0,0,2.04107,2.2086,2.85008,2.84674,0.181759,2.76068,1.35256,0,0,0,0,0,0,658.385
qmof-9bbd35b,0,0,0,1.59556,1.12837,2.67517,2.27818,0,0,0,0,0,0,0,0,0,1231.91
qmof-105bba5,0,0,0,1.39596,2.53735,5.60446,5.60446,118.418,503.773,360.88,0,0,0,301.821,0.1284,0.0919798,2350.63
qmof-1135fc0,0,0,0,1.85764,0.9717,2.0102,2.00509,0,0,0,0,0,0,0,0,0,692.101
qmof-d385e80,0,0,0,1.65091,1.01878,1.83533,1.82307,0,0,0,0,0,0,0,0,0,977.565
qmof-ecdafb4,0,0,0,1.57327,1.78058,3.2052,3.14112,4.73121,58.2497,37.0246,0,0,0,40.6926,0.0501,0.0318445,812.228
qmof-be050d1,0,0,0,2.54716,1.42591,2.86728,2.86728,0.255193,2.80108,1.09969,0,0,0,0,0,0,911.05
qmof-62c2018,0,0,0,1.80072,0.93164,1.95265,1.941,0,0,0,0,0,0,0,0,0,755.887
qmof-3af1f54,0,0,0,1.89639,0.67602,1.72947,1.72947,0,0,0,0,0,0,0,0,0,627.294
qmof-9613d42,0,0,0,1.52956,1.18607,2.22089,2.22089,0,0,0,0,0,0,0,0,0,1105.59
qmof-6b9969b,0,0,0,1.70453,1.07345,3.10543,3.10543,2.80727,31.0663,18.2257,0,0,0,14.1872,0.0157,0.00921077,903.641
qmof-a86cafd,0,0,0,1.74494,1.01461,2.44099,2.19493,0,0,0,0,0,0,0,0,0,1351.14
qmof-0a5db4d,0,0,0,2.14208,0.98151,1.72441,1.72441,0,0,0,0,0,0,0,0,0,495.3
qmof-99bbd67,295.111,1354.97,1049.49,1.29107,5.64493,6.84667,6.80991,0,0,0,702.185,0.3224,0.249715,0,0,0,2177.99
qmof-6c12fd7,0,0,0,1.80389,1.74476,2.28476,2.18057,0,0,0,0,0,0,0,0,0,1008.44
qmof-5191c64,0,0,0,1.92406,1.28105,2.04028,2.04028,0,0,0,0,0,0,0,0,0,379.162
qmof-01ecb5c,0,0,0,1.66816,0.94431,2.6257,2.593,0,0,0,0,0,0,0,0,0,1048.84
qmof-9bed59d,0,0,0,3.01041,0.7896,1.85645,1.85645,0,0,0,0,0,0,0,0,0,1149.83
qmof-101b616,0,0,0,1.55204,2.05951,4.3747,4.30458,192.363,880.135,567.081,0,0,0,420.73,0.1925,0.12403,2185.61
qmof-0a7a6ac,0,0,0,3.29639,1.21384,2.74627,2.48899,0,0,0,0,0,0,0,0,0,702.782
qmof-ca62567,0,0,0,1.80838,0.97388,2.41106,2.38401,0,0,0,0,0,0,0,0,0,488.912
qmof-74178b4,338.937,1242.56,1086.22,1.14393,2.9647,7.05441,7.0544,0,0,0,779.586,0.2858,0.249841,0,0,0,2727.73
qmof-c53c937,0,0,0,1.58582,1.01932,2.29118,2.29118,0,0,0,0,0,0,0,0,0,554.924
qmof-a8304b6,812.605,2275.83,2735.94,0.831828,3.66063,5.401,5.401,0,0,0,1511.07,0.4232,0.508759,0,0,0,3570.59
qmof-0d66641,0,0,0,1.96742,2.67512,3.26748,3.26254,27.0394,171.359,87.0984,0,0,0,80.317,0.0509,0.0258715,1577.94
qmof-d9b1c16,193.237,826.593,561.139,1.47306,5.37053,6.1095,6.1095,0,0,0,449.083,0.1921,0.130408,0,0,0,2337.75
qmof-3351730,0,0,0,1.64018,0.90098,2.75224,2.75224,0,0,0,0,0,0,0,0,0,1253.22
qmof-4402152,0,0,0,1.61908,1.66276,3.02303,2.99887,3.14405,32.9103,20.3265,0,0,0,12.2284,0.0128,0.00790571,955.34
qmof-a471706,0,0,0,1.77317,1.18984,2.12313,1.87005,0,0,0,0,0,0,0,0,0,471.47
qmof-6b10fb5,0,0,0,2.2262,1.10474,1.71776,1.63934,0,0,0,0,0,0,0,0,0,920.68
qmof-43de2f1,0,0,0,2.11158,0.84417,1.58004,1.58004,0,0,0,0,0,0,0,0,0,299.817
qmof-7810936,0,0,0,2.02625,0.63039,1.84425,1.80968,0,0,0,0,0,0,0,0,0,344.291
qmof-8690aad,0,0,0,1.3703,1.18527,2.63819,2.62332,0,0,0,0,0,0,0,0,0,1517.29
qmof-b847004,0,0,0,1.62007,1.9031,3.27144,3.25508,5.33993,36.8287,22.7329,0,0,0,38.1333,0.0263,0.0162339,1449.94
qmof-10aa8d9,0,0,0,2.26878,0.84884,1.60793,1.60793,0,0,0,0,0,0,0,0,0,974.913
qmof-eb05844,0,0,0,2.11652,1.3023,2.19881,2.19881,0,0,0,0,0,0,0,0,0,1937.36
qmof-76aa393,0,0,0,3.64914,2.296,2.50016,2.50016,0,0,0,0,0,0,0,0,0,1189.9
qmof-440e04a,0,0,0,2.59989,0.64272,1.40516,1.39833,0,0,0,0,0,0,0,0,0,617.494
qmof-c9f9a46,0,0,0,1.91021,1.07483,1.90807,1.85605,0,0,0,0,0,0,0,0,0,594.192
qmof-1af2219,0,0,0,1.67702,1.12448,2.1736,2.11686,0,0,0,0,0,0,0,0,0,663.791
qmof-b95f9af,207.588,1349.58,939.243,1.43688,4.56532,5.71161,5.31351,0,0,0,429.612,0.2793,0.19438,0,0,0,1538.17
qmof-c1c5c57,0,0,0,1.50754,1.12679,2.72834,2.72834,0,0,0,0,0,0,0,0,0,964.594
qmof-12fc980,0,0,0,1.65814,1.79062,3.61865,3.54782,13.7023,137.133,82.7032,0,0,0,52.058,0.0521,0.0314208,999.194
qmof-7aa58f3,0,0,0,2.04402,1.05187,1.47735,1.47129,0,0,0,0,0,0,0,0,0,573.296
qmof-23a1556,0,0,0,1.77421,1.11944,3.63506,3.62999,29.0217,242.858,136.882,0,0,0,92.1349,0.0771,0.0434559,1195.01
qmof-275ec22,406.396,1347.16,1134.77,1.18716,4.90995,5.97628,5.97624,0,0,0,887.811,0.2943,0.247902,0,0,0,3016.69
qmof-c158621,0,0,0,1.82628,0.97154,1.53691,1.52643,0,0,0,0,0,0,0,0,0,971.313
qmof-0fc9e65,0,0,0,1.69349,1.63102,2.80491,2.7976,0.0155826,0.0931854,0.0550255,0,0,0,0,0,0,1672.21
qmof-e895af7,0,0,0,2.06328,1.59852,2.98259,2.98259,0.648596,8.65977,4.19709,0,0,0,0,0,0,748.975
qmof-a42fc49,0,0,0,2.06297,0.94157,2.18708,2.18708,0,0,0,0,0,0,0,0,0,841.377
qmof-7749ab4,0,0,0,1.91469,0.87845,1.95135,1.9378,0,0,0,0,0,0,0,0,0,701.338
qmof-6a5bda3,0,0,0,2.5672,0.87256,2.29291,2.29033,0,0,0,0,0,0,0,0,0,1777.47
qmof-6c14b7d,115.88,387.597,237.534,1.63175,3.17696,3.76898,3.76898,3.66675,12.2646,7.51624,230.804,0.0772,0.0473111,0,0,0,2989.69
qmof-ab60730,0,0,0,2.06892,0.99515,1.67004,1.52561,0,0,0,0,0,0,0,0,0,576.524
qmof-bd6a27b,727.303,1519.06,1005.02,1.51147,3.56927,5.22409,5.21447,0,0,0,1384.65,0.2892,0.191336,0,0,0,4787.86
qmof-8bbd7b4,0,0,0,2.71666,1.00265,1.66784,1.62544,0,0,0,0,0,0,0,0,0,395.573
qmof-baa53f4,0,0,0,1.77994,1.43519,3.51675,3.51675,16.0354,223.748,125.705,0,0,0,64.4288,0.0899,0.0505073,716.672
qmof-9631486,0,0,0,1.53227,1.30785,2.68871,2.64001,0,0,0,0,0,0,0,0,0,1645.71
qmof-f83c6ad,0,0,0,1.97742,0.88203,2.03569,2.00463,0,0,0,0,0,0,0,0,0,749.249
qmof-16097f7,0,0,0,1.25345,1.12788,4.84175,4.84175,90.6637,722.145,576.123,0,0,0,218.077,0.1737,0.138577,1255.48
qmof-dcebb7c,0,0,0,2.9646,0.85586,1.57035,1.57035,0,0,0,0,0,0,0,0,0,457.481
qmof-aa35cfd,467.151,2670.75,2378.46,1.12289,3.68336,4.65973,4.60639,0,0,0,840.461,0.4805,0.427913,0,0,0,1749.14
qmof-ab58af7,0,0,0,2.8635,0.87352,1.79034,1.79034,0,0,0,0,0,0,0,0,0,497.686
qmof-4050181,143.111,1390.3,1485.03,0.936212,3.47547,4.7478,4.73949,0,0,0,352.45,0.3424,0.365729,0,0,0,1029.35
qmof-bf84f9f,0,0,0,1.63457,1.09671,1.85757,1.84235,0,0,0,0,0,0,0,0,0,864.011
qmof-d80e631,0,0,0,1.78762,1.833,2.86459,2.86459,0.265882,1.63858,0.916629,0,0,0,0,0,0,1622.63
qmof-7212ecd,0,0,0,1.61147,1.11717,2.71498,2.71498,0,0,0,0,0,0,0,0,0,881.509
qmof-85140dd,0,0,0,1.70789,2.45625,4.43748,4.24497,91.8127,404.495,236.839,0,0,0,218.81,0.0964,0.0564438,2269.81
qmof-918da97,0,0,0,1.97967,0.8981,1.57386,1.55727,0,0,0,0,0,0,0,0,0,308.853
qmof-161f324,0,0,0,1.58019,1.07778,2.61486,2.58091,0,0,0,0,0,0,0,0,0,1262.93
qmof-67c4017,0,0,0,1.81609,0.97886,1.96452,1.86038,0,0,0,0,0,0,0,0,0,573.487
qmof-97d33bf,0,0,0,2.51232,1.63518,2.89319,2.56786,0.641754,6.85484,2.72849,0,0,0,11.8898,0.0127,0.00505508,936.206
qmof-de9ead6,298.137,1892.02,1612.54,1.17332,4.8102,6.34218,6.34218,0,0,0,673.793,0.4276,0.364436,0,0,0,1575.76
qmof-606a263,0,0,0,2.06902,1.00227,2.05394,2.0348,0,0,0,0,0,0,0,0,0,828.329
qmof-764c737,0,0,0,2.42455,1.56133,2.21552,2.11402,0,0,0,0,0,0,0,0,0,1397.94
qmof-6d0ce1c,0,0,0,2.1043,0.73038,1.59675,1.29363,0,0,0,0,0,0,0,0,0,835.453
qmof-87b09b6,110.947,1208.63,867.003,1.39403,3.22538,4.59483,4.59483,0,0,0,249.96,0.2723,0.195333,0,0,0,917.959
qmof-c0b86a6,0,0,0,1.77187,1.53036,3.08445,3.07915,4.45873,41.8863,23.6396,0,0,0,0,0,0,1064.49
qmof-ea1d5fa,384.927,1902.13,1476.76,1.28804,5.45179,6.90143,6.90131,0,0,0,886.161,0.4379,0.339973,0,0,0,2023.66
qmof-5c43327,0,0,0,1.87509,1.44278,1.99158,1.98494,0,0,0,0,0,0,0,0,0,834.408
qmof-2449d69,0,0,0,1.86198,1.47143,2.38256,2.37228,0,0,0,0,0,0,0,0,0,1009.76
qmof-989a8f9,0,0,0,2.98557,0.84694,1.71321,1.67545,0,0,0,0,0,0,0,0,0,1358.9
qmof-2a3337e,0,0,0,2.57174,0.61083,1.6392,1.61723,0,0,0,0,0,0,0,0,0,256.983
qmof-f99335e,0,0,0,2.50669,1.26921,2.83936,2.72213,0.163617,1.96736,0.784846,0,0,0,0,0,0,831.656
qmof-29c01e6,0,0,0,1.70344,1.30556,2.027,1.98046,0,0,0,0,0,0,0,0,0,736.321
qmof-7d5c3b3,0,0,0,1.68276,2.02131,4.46456,4.46456,26.5634,169.2,100.549,0,0,0,76.9271,0.049,0.0291188,1569.94
qmof-51097b4,0,0,0,1.60834,2.17828,3.42741,3.40945,11.6485,148.582,92.3821,0,0,0,48.9986,0.0625,0.0388599,783.977
qmof-6068c8d,0,0,0,1.75103,1.3252,2.41075,2.3947,0,0,0,0,0,0,0,0,0,1470.44
qmof-b6cf5f9,0,0,0,1.63175,1.47113,3.70271,3.70271,46.3651,398.858,244.437,0,0,0,120.894,0.104,0.0637354,1162.44
qmof-3983644,323.715,1316.72,1078.87,1.22047,4.05939,4.76762,4.76548,0,0,0,708.29,0.2881,0.236057,0,0,0,2458.49
qmof-746a078,0,0,0,1.96509,1.30686,1.99107,1.98162,0,0,0,0,0,0,0,0,0,389.149
qmof-8797c0d,204.213,856.669,511.121,1.67606,3.10789,4.3325,4.23749,0,0,0,465.08,0.1951,0.116404,0,0,0,2383.8
qmof-66283ef,0,0,0,1.33457,1.39869,3.49006,3.44397,11.831,161.914,121.323,0,0,0,44.0609,0.0603,0.0451832,730.695
qmof-9b31c46,0,0,0,1.67014,1.34762,3.15052,3.14279,2.98161,22.7935,13.6476,0,0,0,30.6095,0.0234,0.0140108,1308.1
qmof-6c32ceb,0,0,0,1.99709,0.92841,2.12709,2.12709,0,0,0,0,0,0,0,0,0,1123.18
qmof-fe46813,0,0,0,2.22756,1.84474,3.59823,3.59751,45.8012,346.3,155.462,0,0,0,121.281,0.0917,0.0411662,1322.59
qmof-56f3712,0,0,0,2.39256,0.92952,1.55036,1.53965,0,0,0,0,0,0,0,0,0,494.384
qmof-2edb599,0,0,0,2.14583,1.20006,2.50897,2.50195,0,0,0,0,0,0,0,0,0,1456.36
qmof-1e466b4,132.599,650.645,382.393,1.70151,3.55643,5.63824,5.63824,0,0,0,313.439,0.1538,0.0903905,0,0,0,2037.96
qmof-56d35fa,0,0,0,1.42195,1.96095,2.80269,2.80269,0.00779128,0.0375673,0.0264196,0,0,0,0,0,0,2073.95
qmof-e078e09,0,0,0,2.17281,0.89687,2.31872,2.31872,0,0,0,0,0,0,0,0,0,646.079
qmof-cae97a0,0,0,0,1.48186,1.14191,2.47584,2.45499,0,0,0,0,0,0,0,0,0,1315.44
qmof-cc5aaaf,0,0,0,1.84012,0.82387,2.09436,2.09436,0,0,0,0,0,0,0,0,0,714.416
qmof-11bd7e7,54.5227,322.725,148.432,2.17423,3.0911,3.61717,3.50072,0,0,0,148.502,0.0879,0.0404281,0,0,0,1689.45
qmof-26a179f,0,0,0,1.57229,1.09055,2.38364,2.01991,0,0,0,0,0,0,0,0,0,2355.86
qmof-71cb066,0,0,0,2.16819,1.61832,4.39522,4.38489,107.087,333.923,154.01,0,0,0,259.761,0.081,0.0373584,3206.93
qmof-340dc4f,0,0,0,2.05065,0.41553,1.10979,1.05997,0,0,0,0,0,0,0,0,0,791.259
qmof-3b46920,0,0,0,2.70176,0.86865,1.40591,1.14771,0,0,0,0,0,0,0,0,0,828.373
qmof-772c71d,0,0,0,2.03703,1.04166,2.49652,2.49652,0,0,0,0,0,0,0,0,0,818.557
qmof-e049710,0,0,0,1.69314,1.17306,2.12104,2.11604,0,0,0,0,0,0,0,0,0,1145.65
qmof-a8dd8d4,204.532,1807.78,1663.07,1.08702,3.98293,5.47218,5.40345,0,0,0,463.76,0.4099,0.377087,0,0,0,1131.4
qmof-06bdce4,1438.41,2297.15,3141.79,0.731161,6.14519,10.77731,10.77731,0,0,0,3858.46,0.6162,0.842769,0,0,0,6261.71
qmof-71edbc1,0,0,0,1.49091,0.99804,3.07296,3.07296,3.50845,27.8828,18.7018,0,0,0,0,0,0,1258.29
qmof-2600104,0,0,0,1.59043,2.78167,4.1727,4.1727,135.983,720.657,453.119,0,0,0,307.193,0.1628,0.102362,1886.94
qmof-548e234,236.232,1122.62,848.468,1.32311,3.56675,4.86998,4.49598,0,0,0,469.26,0.223,0.168543,0,0,0,2104.3
qmof-eda34e0,735.95,2088.68,2023.62,1.03215,7.31506,8.04415,8.04415,0,0,0,1633.5,0.4636,0.44916,0,0,0,3523.51
qmof-bf397c9,0,0,0,2.55272,0.97079,1.69144,1.65767,0,0,0,0,0,0,0,0,0,652.529
qmof-2e10675,0,0,0,2.33172,0.90801,2.0568,2.05389,0,0,0,0,0,0,0,0,0,1051.23
qmof-ac7057e,198.287,1346.86,1123.48,1.19883,3.86744,4.92597,4.91499,0,0,0,388.222,0.2637,0.219964,0,0,0,1472.21
qmof-bcc1269,0,0,0,1.7204,1.15896,2.1993,1.86775,0,0,0,0,0,0,0,0,0,706.313
qmof-9c2bfdc,0,0,0,2.11658,1.04794,2.47513,2.45488,0,0,0,0,0,0,0,0,0,1188.43
qmof-65586ab,0,0,0,1.84776,0.96649,1.55522,1.5345,0,0,0,0,0,0,0,0,0,355.231
qmof-0bcdb78,0,0,0,2.99453,0.86498,1.58727,1.58727,0,0,0,0,0,0,0,0,0,436.026
qmof-68af577,0,0,0,1.50189,1.30885,2.22241,2.22241,0,0,0,0,0,0,0,0,0,990.228
qmof-ad0c625,0,0,0,1.77974,2.59381,3.22043,3.22043,27.8808,140.003,78.6647,0,0,0,92.0049,0.0462,0.0259588,1991.45
qmof-0bc2115,0,0,0,2.35701,1.0193,1.67271,1.67271,0,0,0,0,0,0,0,0,0,807.193
qmof-6ea4b0d,0,0,0,1.6745,1.5224,3.05902,3.05902,1.91064,13.1219,7.83631,0,0,0,0,0,0,1456.07
qmof-57c1734,0,0,0,2.07357,1.49417,3.07703,3.07703,1.38284,24.3485,11.7423,0,0,0,14.5392,0.0256,0.0123458,567.936
qmof-62f1dcc,0,0,0,1.65903,1.44892,2.12864,1.95867,0,0,0,0,0,0,0,0,0,719.326
qmof-f22f6f8,0,0,0,1.20755,2.51228,3.98773,3.98773,42.9355,770.421,638.005,0,0,0,116.698,0.2094,0.173409,557.299
qmof-d01066a,0,0,0,1.77469,1.07919,2.88118,2.87965,0.171795,1.83797,1.03566,0,0,0,0,0,0,934.702
qmof-008e1b6,0,0,0,1.76983,2.30335,3.73098,3.73098,42.8032,182.768,103.269,0,0,0,109.134,0.0466,0.0263303,2341.94
qmof-8f407b6,0,0,0,1.86716,1.14439,2.15771,2.11597,0,0,0,0,0,0,0,0,0,815.892
qmof-534fef5,0,0,0,2.04625,0.87949,1.84015,1.84015,0,0,0,0,0,0,0,0,0,719.174
qmof-384cd6b,0,0,0,1.92752,1.26347,2.72638,2.72638,0,0,0,0,0,0,0,0,0,851.424
qmof-5c4b8f9,0,0,0,1.72948,1.21281,2.8263,2.80342,0,0,0,0,0,0,0,0,0,923.561
qmof-c8c75f1,0,0,0,2.63373,1.13814,1.80886,1.80886,0,0,0,0,0,0,0,0,0,348.771
qmof-328e112,0,0,0,2.0714,0.8694,1.82554,1.77027,0,0,0,0,0,0,0,0,0,554.088
qmof-58ff33e,94.9037,507.413,301.666,1.68204,3.08383,5.06417,5.06417,0,0,0,225.751,0.1207,0.0717582,0,0,0,1870.35
qmof-d9772e5,0,0,0,1.76156,1.83291,2.9841,2.96897,1.2479,14.0915,7.99947,0,0,0,0,0,0,885.568
qmof-9bfa4a2,0,0,0,1.77207,0.96966,2.16965,2.05946,0,0,0,0,0,0,0,0,0,685.422
qmof-33ca745,0,0,0,1.79605,1.30694,2.20812,2.18544,0,0,0,0,0,0,0,0,0,957.548
qmof-b1ca8d1,73.9967,471.494,254.098,1.85556,2.92412,3.39019,3.38488,0,0,0,173.891,0.1108,0.0597124,0,0,0,1569.41
qmof-261bca4,0,0,0,2.31719,1.14866,2.05517,2.05517,0,0,0,0,0,0,0,0,0,358.184
qmof-ae934b7,0,0,0,2.33865,1.05003,2.01214,1.99804,0,0,0,0,0,0,0,0,0,968.461
qmof-2393523,0,0,0,1.27832,1.22412,2.16572,2.16572,0,0,0,0,0,0,0,0,0,879.515
qmof-614141f,0,0,0,1.81786,1.14407,2.7506,2.7506,0,0,0,0,0,0,0,0,0,1471
qmof-2b508d4,0,0,0,1.70537,1.20118,2.35778,2.23796,0,0,0,0,0,0,0,0,0,807.862
qmof-8f052bd,0,0,0,2.62534,0.68295,2.02199,2.01211,0,0,0,0,0,0,0,0,0,775.476
qmof-6b58e65,0,0,0,1.86934,1.06816,1.9233,1.88629,0,0,0,0,0,0,0,0,0,1106.55
qmof-81231aa,728.058,1375.31,1115.61,1.23278,3.3729,5.47396,5.47396,0.243287,0.459572,0.372792,1388.03,0.2622,0.212689,0,0,0,5293.77
qmof-23746fb,0,0,0,2.5107,1.78567,1.9235,1.9235,0,0,0,0,0,0,0,0,0,914.597
qmof-edd39e3,0,0,0,1.80918,1.03033,1.99588,1.99588,0,0,0,0,0,0,0,0,0,443.692
qmof-67396eb,0,0,0,3.55362,0.80591,1.8107,1.76544,0,0,0,0,0,0,0,0,0,826.382
qmof-c7e5f8e,0,0,0,1.9132,1.03179,2.17432,1.90076,0,0,0,0,0,0,0,0,0,595.728
qmof-892f04c,110.996,836.562,685.75,1.21992,3.21852,4.8055,4.72417,0,0,0,249.043,0.1877,0.153862,0,0,0,1326.81
qmof-09ad581,161.459,911.785,638.693,1.42758,3.64868,4.42481,4.36969,0,0,0,338.931,0.1914,0.134073,0,0,0,1770.8
qmof-c6e68a4,336.316,1197.08,833.309,1.43654,8.02744,8.95381,8.95381,0,0,0,881.61,0.3138,0.218442,0,0,0,2809.46
qmof-8870d8c,0,0,0,1.81851,1.07725,2.28347,1.75092,0,0,0,0,0,0,0,0,0,1218.48
qmof-da4d665,0,0,0,1.475,2.28174,3.04732,3.04732,12.6933,65.8516,44.6452,0,0,0,14.8422,0.0077,0.00522034,1927.56
qmof-4b0a536,0,0,0,1.58802,1.02427,3.10094,2.54253,1.24412,7.98219,5.0265,0,0,0,0,0,0,1558.62
qmof-e79e847,0,0,0,3.31456,0.879,1.66165,1.64132,0,0,0,0,0,0,0,0,0,846.343
qmof-6d8b4ff,437.786,1518.6,1126.46,1.34812,4.19797,5.83871,5.83871,0,0,0,970.935,0.3368,0.24983,0,0,0,2882.82
qmof-65535b4,0,0,0,1.59507,2.19406,2.29335,2.29335,0,0,0,0,0,0,0,0,0,899.359
qmof-46fc54f,0,0,0,2.19027,0.94096,1.59686,1.53636,0,0,0,0,0,0,0,0,0,1206.88
qmof-c659bd8,0,0,0,1.68763,1.15564,4.02508,4.02508,33.7974,307.155,182.004,0,0,0,110.584,0.1005,0.059551,1100.34
qmof-6723029,0,0,0,1.93103,0.88321,1.97109,1.94712,0,0,0,0,0,0,0,0,0,304.709
qmof-f790024,0,0,0,1.92707,1.66433,2.84489,2.84489,0.0432414,0.314348,0.163123,0,0,0,0,0,0,1375.59
qmof-6136401,0,0,0,1.70442,1.07943,1.57392,1.57392,0,0,0,0,0,0,0,0,0,1032.34
qmof-b5fc143,67.8809,389.008,170.608,2.28013,2.96149,3.83381,3.83381,0,0,0,190.377,0.1091,0.0478482,0,0,0,1744.97
qmof-2aec50f,0,0,0,1.72913,1.04793,2.37167,2.37167,0,0,0,0,0,0,0,0,0,908.85
qmof-8c02759,654.019,1129.86,644.062,1.75427,5.15988,7.82547,7.72368,0,0,0,1404.29,0.2426,0.138291,0,0,0,5788.49
qmof-c915515,0,0,0,1.53674,1.06442,2.41708,2.09939,0,0,0,0,0,0,0,0,0,1372.41
qmof-a9f842f,0,0,0,1.6957,1.19319,2.15561,2.15561,0,0,0,0,0,0,0,0,0,949.48
qmof-7e56bcd,0,0,0,1.90457,2.14214,2.21492,2.21492,0,0,0,0,0,0,0,0,0,895.622
qmof-e5e5d05,0,0,0,2.39296,1.6297,2.79447,2.79053,0,0,0,0,0,0,0,0,0,872.497
qmof-d7c44a0,0,0,0,2.04704,0.70256,3.2635,3.2635,2.66213,56.8659,27.7796,0,0,0,21.5345,0.046,0.0224715,468.142
qmof-513ea44,0,0,0,1.90476,0.90496,2.3182,1.91957,0,0,0,0,0,0,0,0,0,1508.99
qmof-bec921f,134.197,811.164,580.588,1.39714,3.50829,5.24152,4.94248,0,0,0,302.585,0.1829,0.13091,0,0,0,1654.38
qmof-59d990b,45.8655,277.08,161.66,1.71396,3.05474,3.51062,3.40146,0,0,0,114.879,0.0694,0.040491,0,0,0,1655.32
qmof-4b12f48,0,0,0,1.57493,1.2694,2.42929,2.41299,0,0,0,0,0,0,0,0,0,648.421
qmof-70a9ffb,217.013,884.778,558.327,1.5847,3.03157,4.49258,4.49258,0,0,0,480.246,0.1958,0.123557,0,0,0,2452.74
qmof-16812b6,0,0,0,2.28375,1.02981,1.61686,1.44991,0,0,0,0,0,0,0,0,0,777.801
qmof-987c95e,0,0,0,1.7014,0.8752,1.76704,1.74585,0,0,0,0,0,0,0,0,0,740.289
qmof-a193a02,0,0,0,2.17786,0.72574,1.48432,1.47235,0,0,0,0,0,0,0,0,0,1078.51
qmof-3bcf29c,0,0,0,1.33047,2.34894,4.1496,3.90332,119.51,558.344,419.659,0,0,0,311.218,0.1454,0.109285,2140.43
qmof-35607b2,0,0,0,2.17937,1.0494,2.46687,2.46687,0,0,0,0,0,0,0,0,0,913.307
qmof-02fae60,0,0,0,1.50845,1.53457,4.22513,4.22513,49.5258,359.78,238.509,0,0,0,135.453,0.0984,0.0652325,1376.56
qmof-fc85ca5,0,0,0,1.49547,2.48914,3.89071,3.89043,76.8871,623.66,417.033,0,0,0,198.98,0.1614,0.107926,1232.84
qmof-ff76421,0,0,0,1.66757,1.34178,2.23851,2.23851,0,0,0,0,0,0,0,0,0,1143.79
qmof-ebbc900,0,0,0,2.33566,1.66153,3.28693,3.28692,57.2639,128.453,54.9964,0,0,0,136.414,0.0306,0.0131012,4457.98
qmof-1e89fbc,0,0,0,1.71629,1.13082,2.46922,2.46904,0,0,0,0,0,0,0,0,0,594.587
qmof-56439ce,0,0,0,1.78304,0.84555,1.7897,1.76948,0,0,0,0,0,0,0,0,0,835.846
qmof-e3dcc4d,417.435,1689.29,1840.95,0.917618,3.37571,11.45337,11.02709,0,0,0,1223.92,0.4953,0.539767,0,0,0,2471.06
qmof-623366c,0,0,0,3.19236,2.04084,2.28107,2.28107,0,0,0,0,0,0,0,0,0,531.655
qmof-755b963,0,0,0,1.69369,1.37489,2.13035,2.12564,0,0,0,0,0,0,0,0,0,822.917
qmof-2f1b443,0,0,0,2.39454,0.87262,1.72391,1.68284,0,0,0,0,0,0,0,0,0,583.811
qmof-bc60ce9,161.22,604.119,449.599,1.34369,3.67262,5.04119,5.02427,0,0,0,362.141,0.1357,0.100991,0,0,0,2668.68
qmof-e9cc368,0,0,0,3.44204,0.57808,1.81618,1.37632,0,0,0,0,0,0,0,0,0,481.27
qmof-76880c0,827.946,2194.89,2711.77,0.809393,5.48011,9.00207,9.00207,0,0,0,2068.28,0.5483,0.677421,0,0,0,3772.16
qmof-a7528b2,460.392,1620.44,1423.96,1.13798,5.04622,5.89209,5.86987,0,0,0,1036.45,0.3648,0.320567,0,0,0,2841.15
qmof-83c480c,0,0,0,2.61021,0.91684,1.86461,1.32261,0,0,0,0,0,0,0,0,0,392.743
qmof-90df41a,0,0,0,1.57307,0.93759,1.58818,1.58818,0,0,0,0,0,0,0,0,0,572.187
qmof-8a8d2e8,0,0,0,1.567,0.98133,1.94778,1.93916,0,0,0,0,0,0,0,0,0,1040.88
qmof-7015fdd,0,0,0,1.51494,1.61273,4.46948,4.46948,176.351,616.939,407.236,0,0,0,395.615,0.1384,0.0913566,2858.49
qmof-e84c5c9,372.472,1707.61,1446.21,1.18075,4.32959,5.85806,5.84652,0,0,0,855.922,0.3924,0.332332,0,0,0,2181.25
