f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,MOFname,0
101.2448,165.7696,334.4652,526.728,3279,6672,7102,4308,14,26,46,70,72,188,226,150,10.6419,23.745,38.0394,45.2298,2.8561,29.9468,30.1665,44.4977,2304,2928,2016,3504,1,6,7,10,36,78,102,132,2.1904,7.4296,7.9772,10.8632,0,-7.58,-6.02,-9.43,0,227,294,407,0,0,0,0,0,23,25,38,0,3.86,4.97,7.46,69.30093333,133.501,200.5376667,223.043,406,580,672,566,11,20.66666667,32,36.66666667,52.66666667,123.3333333,152.6666667,160,4.6317,9.542866667,12.1212,12.39793333,8.811866667,8.823,13.24706667,9.546666667,120.5,68,108.3333333,47.16666667,1,1.166666667,1.666666667,1.166666667,1.5,3.833333333,4.333333333,4.666666667,0.716866667,0.740483333,0.979933333,0.613483333,157.515,138.8016667,151.2158713,73.358769,0,0.485,0.658333333,0.896666667,0,4.333333333,2.833333333,2.666666667,0,0,0,0,0,-1.333333333,-0.666666667,-1.833333333,0,0.063333333,0.11,0.03,0,-0.9,-1.685703333,-4.817851667,3.080533333,7.752,20.1552,18.544,16.33333333,42,70,42,0.333333333,1,2.666666667,2.666666667,3,11,16,12,0.1875,0.5775,1.13,0.94,18.25333333,83.62,141.1634853,122.4518947,0,0.49,1.476666667,2.006666667,0,1,8.666666667,12.66666667,0,0,0,0,0,-0.666666667,2.666666667,4,0,-0.02,0.493333333,0.746666667,0,-3.9,0.657186667,3.18578,qmof-0836a64,
201.9528,391.106,876.5024,1051.304,2145,5274,6329,4966,25.5,57,104,137,168,468,637,557,13.97535,37.4839,58.4304,59.8589,2.4025,29.698,26.04,31.2635,625,1062.5,675,1075,1,5.75,7,7,34.75,83,92,103.5,1.9321,5.584325,5.8241,6.7693,0,-10.2475,-5.95,-9.32,0,101.25,148,132,0,0,0,0,0,21,24.25,22.25,0,3.975,5.54,4.86,99.698,160.395,270.7444,322.1674,467,732,1066,976,12,22,36,42,58,136,144,98,5.4468,10.8878,15.4812,15.517,11.8336,8.772,21.7322,30.8912,64,48,110,110,1,1,2.25,3.5,1,3.25,5.75,6.25,0.5329,0.5621,1.169825,1.43445,28.09,59.89,101.9019208,122.7609452,0,0.89,1.4225,3.06,0,2,4.25,14.25,0,0,0,0,0,-2.25,-3.5,-2.75,0,-0.04,0.04,0.59,0,-6,-7.3017775,-4.6124425,11.8336,8.772,20.6056,28.1736,64,48,112,120,1,1,2,3,1,3,5,6,0.5329,0.5621,1.095,1.3651,28.09,59.89,87.98,111.867683,0,0.89,0.89,2.13,0,2,2,9,0,0,0,0,0,-2,-3,-3,0,-0.04,-0.04,0.32,0,-6,-6,-5.20711,qmof-083a454,
572.9476,1067.79,3605.1772,3791.5756,8712,23188,33520,39572,72,172,400,516,620,1876,2776,3440,40.996,127.4956,231.5496,308.7396,1.4884,34.3735,21.4964,60.4327,1521,2476.5,2944.5,4348.5,1,8.5,7.5,16.5,72.5,166,229.5,343.5,2.6569,9.85335,10.48905,19.48665,0,-17.805,-8.47,-29.405,0,268,217,532,0,0,0,0,0,53,37,99.5,0,7.81,5.79,14.94,118.7144,219.096,337.3204,385.387,548,1008,1456,1420,16,32,48,58,80,192,256,250,7.4224,16.2624,23.0448,24.6794,11.407112,9.99396,19.481552,18.07848,61.76,54.72,99.2,95.04,1,1.16,2,2.16,1.64,3.96,5.12,7.84,0.5377,0.6545,1.046784,1.174712,36.058,74.8964,96.3975366,138.7768549,0,0.6764,0.9688,1.6936,0,1.52,3.04,4.48,0,0,0,0,0,-1.52,-1.84,-3.76,0,-0.0304,0.0392,-0.0096,0,-4.56,-4.581422,-9.9531376,1.84832,4.6512,11.45472,0,9.8,25.2,21,0,0.2,0.6,1.6,0,1.8,6.6,4.8,0,0.1125,0.3465,0.498,0,10.952,50.172,54.5376596,0,0,0.294,1.096,0,0,0.6,8.2,0,0,0,0,0,0,-0.4,3.2,0,0,-0.012,0.536,0,0,-2.34,4.470046,0,qmof-083aea0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qmof-083b0f1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qmof-083e1f7,0
108.579,194.224,331.461,566.736,1374,2776,3342,2088,15,28,46,72,74,192,254,200,7.9519,17.5728,27.7762,31.4304,2.7225,27.06,35.5575,43.428,900,1140,1020,1470,1,5,9,10,25,70,95,105,1.7161,4.8339,6.9823,8.4102,0,-8.15,-6.7,-9.82,0,112,236,251,0,0,0,0,0,11,26,29,0,2.86,6.46,6.68,131.5249333,259.6551333,411.1198667,430.377,579.3333333,1153.333333,1594.666667,1432,18,36.66666667,57.33333333,63.33333333,94,225.3333333,292,273.3333333,7.978866667,18.06473333,25.51666667,24.86313333,10.1056,13.26,27.4696,23.85946667,54,72,119,118.6666667,1,1.666666667,3.333333333,2.666666667,3,9,12.66666667,9.666666667,0.552633333,0.957366667,1.595,1.399866667,45.87,131.4566667,182.8059473,144.3008713,0,0.95,1.626666667,0.77,0,2,7.666666667,3,0,0,0,0,0,-2,-1,-1,0,-0.04,0.346666667,0.106666667,0,-7.2,-3.00711,-2.935703333,10.5376,13.92653333,28.00066667,26.3196,56.5,75.33333333,127.1666667,108,1,1.666666667,3.333333333,3.166666667,3.333333333,10,14.66666667,11,0.5477,0.9498,1.64,1.44355,41.425,117.8816667,187.593845,152.476383,0,0.853333333,1.716666667,1.736666667,0,1.833333333,7.166666667,8.666666667,0,0,0,0,0,-1.666666667,-0.666666667,-0.166666667,0,-0.036666667,0.273333333,0.41,0,-6.25,-5.139258333,-1.924961667,qmof-083e336,
108.2771,183.008,257.7628,425.7216,2866,3444,6136,2268,13,24,36,48,60,144,180,144,9.0012,17.94,29.1884,27.18,2.8561,20.5504,39.4446,48.0636,2304,1344,2592,3168,1,4,8,10,16,48,72,112,2.1904,4.44,8.9392,11.2184,0,-5.4,-9.82,-11.54,0,164,330,414,0,0,0,0,0,4,14,12,0,2.92,5.8,7.22,134.7527,279.707,401.0288,417.545,629,1322,1790,1568,18,38,56,62,94,228,314,298,8.5762,19.6098,27.664,27.0214,9.2416,17.7384,21.6144,11.628,49,94.5,115.5,63,1,2,2.5,1.5,4,9,12,9,0.5625,1.1325,1.42125,0.86625,54.76,123.95,165.76,125.43,0,0.245,0.49,0.735,0,0.5,1,1.5,0,0,0,0,0,-0.5,-1,-1.5,0,-0.01,-0.02,-0.03,0,-1.95,-3.9,-5.85,10.2784,17.01184,19.9888,17.4448,55,91,107.8,83.2,1,1.8,2.2,2.2,3.8,7.8,10,10.8,0.55066,1.0065,1.2375,1.13818,44.092,97.68,134.944,144.8730456,0,0.196,0.748,1.538,0,0.4,1.6,5,0,0,0,0,0,-0.2,-1.2,-1.4,0,-0.008,-0.032,0.1,0,-1.56,-5.52,-7.542844,qmof-084244e,
371.4988,920.6664,2391.0976,3927.04,6166,15752,36592,47184,46,128,292,512,428,1440,3144,4528,30.3328,93.6096,205.468,325.8832,3.5344,32.98773333,48.07786667,99.16373333,729,1098,3420,3312,1,5.333333333,10.66666667,17.33333333,28.66666667,89.33333333,193.3333333,262,1.5876,4.956,11.3316,16.3464,0,-7.52,-5.52,-20.16,0,103.3333333,161.3333333,345.3333333,0,0,0,0,0,12,21.33333333,42.66666667,0,2.786666667,4.446666667,8.866666667,111.4295,227.7574,341.6224,354.417,530,1096,1570,1374,15,32,48,52,80,196,274,244,7.3143,16.8184,24.2744,23.298,10.2784,14.00288,21.24128,18.9952,55,75.2,114.8,91.6,1,1.6,2.4,2.4,2.8,6.8,10.4,10.4,0.55066,0.90584,1.356,1.25368,44.092,101.212,157.44,161.5970456,0,0.552,0.944,1.636,0,1.2,2,5.2,0,0,0,0,0,-1.2,-2,-2.4,0,-0.024,-0.04,0.096,0,-3.96,-7.08,-8.322844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,qmof-0842c6d,
126.8881,243.9924,453.7273,596.9859,3342.5,6200,6774,5458,18.5,38,64,85,102,264,375,348,11.92675,28.0649,43.4941,49.9187,2.8561,27.7667,28.01175,33.9014,2304,2544,1872,3000,1,5.5,6.5,7.5,30.5,66.5,88.5,91.5,2.1904,6.6748,7.4074,8.621,0,-7.135,-5.59,-7.385,0,211,273,297.5,0,0,0,0,0,18.5,20,25,0,3.63,4.615,5.275,41.393325,71.67475,84.14885,81.7536,351.75,403,425,234,6,10.5,12.5,12.5,23,49.5,55.5,49,3.156025,5.5212,5.8288,4.63435,8.667866667,8.335666667,11.564,8.354755556,119.6666667,65.33333333,113.4444444,31.22222222,1,1.111111111,1.444444444,1,1.333333333,3.222222222,3.666666667,2.777777778,0.718511111,0.709255556,0.941622222,0.432477778,158.9966667,135.4744444,154.2491793,43.46562156,0,0.435555556,0.451111111,0.615555556,0,4.222222222,0.333333333,3.222222222,0,0,0,0,0,-1.222222222,-0.666666667,-0.222222222,0,0.065555556,-0.001111111,0.157777778,0,-0.566666667,-3.211901111,-0.280937778,2.793288889,5.426111111,4.918044444,3.776355556,39.33333333,23.11111111,34.22222222,20.22222222,0.333333333,0.777777778,0.555555556,0.444444444,2.111111111,3.555555556,2.777777778,3.333333333,0.2406,0.338933333,0.335,0.253333333,53.98666667,57.763384,43.24888889,30.75111111,0,0.485555556,-0.031111111,0.108888889,0,4,1,0.222222222,0,0,0,0,0,0.777777778,0.444444444,0.222222222,0,0.192222222,0.03,-0.004444444,0,1.319062222,0.933333333,-0.866666667,qmof-0852462,
221.8148,430.537,844.2102,1263.1274,1790,4096,5784,5180,32,64,118,174,182,484,696,692,14.2032,34.4696,58.0998,72.5958,2.7225,32.736,40.3425,54.747,900,1380,1350,1710,1,6,10,13,36,96,150,162,1.7161,5.7902,8.515,10.3883,0,-9.94,-7.95,-11.73,0,134,255,333,0,0,0,0,0,20,35,51,0,3.44,6.6,9.1,114.48075,231.6165,374.3596,441.9002,423,876,1180,1157,18,36,59,71,95,231,302,291,6.9038,16.2624,23.3319,25.0279,10.9696,11.016,24.1148,29.25933333,59,60,106,117.3333333,1,1.333333333,2.833333333,3.333333333,2,6.166666667,9.166666667,8.5,0.542766667,0.759733333,1.349883333,1.470066667,36.98,95.67333333,145.9163565,139.350198,0,0.92,1.835,2.291666667,0,2,7.5,10.66666667,0,0,0,0,0,-2.166666667,-2.333333333,-2.5,0,-0.04,0.266666667,0.453333333,0,-6.6,-5.539258333,-3.842813333,7.889066667,7.109333333,14.48813333,22.21666667,42.66666667,33.33333333,73.33333333,98.66666667,0.666666667,0.833333333,1.5,2.333333333,1.166666667,3.166666667,5.166666667,6.833333333,0.355266667,0.41975,0.779883333,1.092566667,18.72666667,43.90794717,67.93461383,89.24178867,0,0.8,0.948333333,1.568333333,0,2.5,2.833333333,6.333333333,0,0,0,0,0,-1.166666667,-1.833333333,-1.833333333,0,0.033333333,0.026666667,0.206666667,0,-3.867851667,-4.867851667,-4.471406667,qmof-0858cc1,
253.5449,486.464,1230.354,1703.824,3215,8632,14232,14600,31,72,142,212,230,708,1104,1124,21.6759,57.2336,103.8302,134.4868,2.4025,31.16533333,29.55333333,71.176,625,1166.666667,1833.333333,2400,1,6,8,16,36,96,168,224,1.9321,6.125266667,9.711466667,15.27146667,0,-10.80666667,-6.666666667,-21.12,0,103.3333333,126.6666667,304,0,0,0,0,0,20,20,58.66666667,0,3.933333333,4.133333333,11.25333333,182.90775,381.582,602.086,695.7425,784.5,1674,2422,2342,27,57,89,109,146,363,521,541,11.8915,28.2205,41.6881,45.3529,10.5376,12.138,25.4876,15.992,56.5,66,108.5,72.5,1,1.5,3,2,2.5,7.5,10,7,0.5477,0.85855,1.395,0.9896,41.425,113.565,146.532614,118.376307,0,0.935,1.53,1.555,0,2,7.5,5.5,0,0,0,0,0,-2,-1,-2,0,-0.04,0.35,0.14,0,-6.9,-2.05711,-6.503555,10.5376,16.014,33.2396,26.556,56.5,87,150.5,100.5,1,2,4,3.5,5,15,21.5,16.5,0.5477,1.1473,1.9725,1.55585,41.425,155.375,230.152614,193.538921,0,1.18,2.02,2.64,0,2.5,8.5,12,0,0,0,0,0,-1,1.5,1,0,-0.05,0.33,0.51,0,-8.85,-5.95711,-5.560665,qmof-0867910,
126.9997,220.676,461.7772,743.072,1742,3936,5766,4528,16,32,56,88,92,256,340,256,11.0631,24.1148,40.1998,52.1744,2.7225,33.198,36.795,88.968,900,1380,1860,2760,1,6,9,20,36,96,180,216,1.7161,5.7902,9.5892,15.6676,0,-10.22,-7.45,-20.92,0,134,208,508,0,0,0,0,0,20,24,84,0,3.44,4.47,14.24,144.8214667,274.47,537.608,418.8552,930,1768,2535.333333,1792,21,42.66666667,71.33333333,70.66666667,114,264,316.6666667,304,9.432333333,22.2364,32.24526667,28.06506667,10.56136,13.9156,38.9444,16.9024,55.4,92.4,159.4,44.8,1,1.8,4.2,2.4,3.4,10.8,13.8,8,0.55082,1.08872,1.8721,0.906,46.60552,161.6924,201.1437824,120.2601824,0,1.2,2.128,1.736,0,0.6,11.2,10.4,0,0,0,0,0,-2.6,0,0.8,0,-0.122,0.576,0.592,0,-12.952,-1.611376,1.508624,8.003984,13.5512,37.54352,34.01472,225.6,204,320.8,409.6,1,2,4.8,5.6,4.8,13.6,20,19.2,0.9668,1.58608,2.89208,3.29664,358.977616,406.5528,677.2187744,931.6413888,0,-0.1184,0.68,1.264,0,16.4,48,64,0,0,0,0,0,-2,-1.6,1.6,0,0.436,1.64,2.48,0,15.6448,43.268624,60.617248,qmof-08696b5,
103.5813,193.0256,352.6742,587.526,2817,3700,3038,1128,17,32,60,88,92,240,328,272,7.2224,17.9326,27.4686,29.3432,3.8416,28.4788,48.804,21.7364,2500,1700,1050,1300,1,5,11,4,25,80,75,50,1.96,5.278,6.818,4.256,0,-4.73,-3.34,-3.25,0,216,529,174,0,0,0,0,0,9,40,10,0,3.23,10.53,2.56,214.4415,445.2142,705.5932,854.721,843,1792,2566,2868,33,68,110,132,178,432,594,652,13.3969,31.9872,46.861,54.3844,8.63494,3.5088,7.62992,10.5264,47.2,19.2,41.6,57.6,1,0.4,0.8,1.2,0.4,1.2,2,4,0.5689,0.22484,0.44384,0.67452,87.85,23.956,41.552,71.868,0,0.356,0.534,1.068,0,0.8,1.2,2.4,0,0,0,0,0,-0.8,-1.2,-2.8,0,-0.016,-0.024,-0.048,0,-2.4,-3.6,-7.2,4.04224,6.59296,9.840746667,14.3168,21.6,31.6,49.46666667,66,0.4,0.8,1.2,1.866666667,1.866666667,4.4,6.8,10.93333333,0.221053333,0.415946667,0.645,0.953893333,18.348,49.33368187,83.07368187,129.6557123,0,0.361333333,0.622666667,1.161333333,0,1.333333333,1.866666667,4.133333333,0,0,0,0,0,-0.133333333,-0.533333333,-0.533333333,0,0.04,0.029333333,0.117333333,0,-1.454281333,-3.534281333,-5.122844,qmof-0869724,
655.8689,992.652,2827.4922,3377.0544,12819,22492,37772,36136,66,138,290,422,428,1158,1738,2268,46.0944,104.065,206.6346,295.5458,1.0804,19.608,16.5358,46.7904,2358.5,2264,4206,4196,1,5,7,16,34,78,134,244,3.31525,6.3072,13.1992,21.9685,0,-11.5,-7.05,-32,0,243,253,521,0,0,0,0,0,22,19,27,0,4.99,4.79,17.33,156.0621,220.116,443.5038,399.8924,795,1140,2244,1904,14,26,42,40,68,150,154,128,7.1918,14.1218,21.8034,19.62,11.8336,8.772,17.544,57.4136,64,48,96,272,1,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,2.3871,28.09,59.89,119.78,143.243683,0,0.89,1.78,0.51,0,2,4,6,0,0,0,0,0,-2,-5,-2,0,-0.04,-0.08,0.38,0,-6,-12,-0.52711,15.8404,10.149,41.8298,23.8402,81,54,216,126,1,1,3,2,1,4,5,4,0.5041,0.5467,1.5549,1.065,13.9876,42.262,70.2372,62.084,0,1.43,1.43,1.97,0,3,3,4,0,0,0,0,0,-3,-2,-2,0,-0.06,-0.06,-0.08,0,-7.56,-7.56,-9.12,qmof-087c398,
94.0453,162.4744,264.0146,402.752,2724,3768,3635,1490,12.5,23,35,50,58,143,173,126,7.40035,15.9618,22.6275,21.787,2.8561,25.4852,28.392,36.3012,2304,1680,1296,2016,1,4.5,7,8,20.5,52.5,68,72,2.1904,4.8914,6.2012,7.8144,0,-7.475,-4.97,-7.96,0,181,309,342,0,0,0,0,0,9,17,20,0,3.355,6.17,6.56,143.2920667,276.8736,420.3160667,488.4526667,654.6666667,1266,1794.666667,1778.666667,19.33333333,39.33333333,59.33333333,72,98.66666667,238,323.3333333,332,8.892066667,19.86833333,28.3894,30.96213333,10.9696,11.016,23.36373333,18.73866667,59,60,107.3333333,82.66666667,1,1.333333333,2.666666667,2.333333333,2,6,8,7.333333333,0.542766667,0.759733333,1.3,1.126966667,36.98,95.67333333,136.635076,129.9617427,0,0.92,1.48,1.91,0,2,6,7,0,0,0,0,0,-2,-1.333333333,-2.333333333,0,-0.04,0.213333333,0.193333333,0,-6.6,-4.671406667,-7.371406667,10.624,16.34752,23.39285333,32.4608,57,78.6,126.9333333,129.6,1,1.933333333,2.666666667,4.266666667,4.733333333,10.6,16.53333333,22.4,0.546713333,0.996393333,1.508,1.967573333,40.536,114.901538,180.7146667,251.0388491,0,0.909333333,1.258666667,3.077333333,0,3.333333333,2.666666667,13.33333333,0,0,0,0,0,0.133333333,-1.066666667,1.066666667,0,0.1,-0.053333333,0.533333333,0,-3.755703333,-9.44,-8.011376,qmof-0888573,
95.8551,170.08,292.7,387.192,2810,4272,4754,2112,12,24,36,46,64,164,188,124,8.4715,18.915,26.9392,26.103,2.8561,27.716,25.857,48.1988,2304,1824,1728,2400,1,5,6,11,25,60,90,115,2.1904,5.4612,6.8376,10.0492,0,-7.95,-5.16,-9.93,0,202,252,478,0,0,0,0,0,13,12,32,0,3.71,4.26,9.49,205.9329,450.6105,719.8434,865.3105,849,1932,2826,2944,32,69,110,139,179,453,670,739,13.776,33.8569,51.1806,58.0311,10.5376,12.138,25.4876,15.992,56.5,66,108.5,72.5,1,1.5,3,2,2.5,7.5,10,7,0.5477,0.85855,1.395,0.9896,41.425,113.565,146.532614,118.376307,0,0.935,1.53,1.555,0,2,7.5,5.5,0,0,0,0,0,-2,-1,-2,0,-0.04,0.35,0.14,0,-6.9,-2.05711,-6.503555,7.5792,13.821,28.0882,23.234,40.5,75,122.5,111.5,0.75,1.75,3.5,3,4.75,14.25,20.5,21,0.414475,1.006775,1.69875,1.5748,34.4025,140.4025,208.157614,213.861307,0,0.9575,1.7975,1.845,0,2,8,6,0,0,0,0,0,-0.5,2,0,0,-0.04,0.34,0.13,0,-7.35,-4.45711,-9.353555,qmof-0894383,
93.1012,171.7248,379.641,210.528,661,1824,2388,1152,10,24,36,24,72,192,192,96,6.5637,17.7828,21.8082,13.4904,2.5921,33.2304,12.3165,12.3165,169,624,234,234,1,6,3,3,36,72,54,54,1.5876,5.5188,2.9106,2.9106,0,-10.98,-2.82,-2.82,0,30,21,21,0,0,0,0,0,24,9,9,0,3.18,1.47,1.47,455.8939,871.575,1330.9758,1750.185,2185,4092,6408,7668,58,120,180,246,300,744,1092,1398,27.8058,62.3772,93.2604,121.0086,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,11.63421538,13.37907692,22.5984,26.352,62.84615385,57.69230769,122.7692308,114.9230769,1,1.615384615,2.307692308,3.230769231,3,7.153846154,10.15384615,14.30769231,0.535176923,0.776792308,1.277307692,1.557,30.14153846,85.60508446,119.8061538,175.5785986,0,1.506923077,1.047692308,2.829230769,0,5.307692308,2.307692308,10.15384615,0,0,0,0,0,-0.923076923,-1.384615385,-1.846153846,0,0.124615385,-0.046153846,0.258461538,0,-6.072512308,-7.338461538,-11.17579385,qmof-0894f45,
172.1904,362.592,583.0312,765.164,1509,2964,3922,3976,27,56,88,120,144,364,522,572,12.579,30.2224,44.7652,53.648,3.61,24.624,29.07,58.862,841,870,1044,1624,1,4,6,12,16,40,72,96,1.9044,4.0848,6.3756,10.4328,0,-5.36,-3.9,-8.18,0,86,138,292,0,0,0,0,0,6,6,24,0,2.56,3.66,9,183.4444,360.876,602.4004,682.737,700,1392,2104,2568,28,56,96,106,152,360,496,670,10.8892,25.564,38.096,47.5706,10.1056,13.26,26.12186667,19.93333333,54,72,102.6666667,69.33333333,1,1.666666667,3.333333333,2.666666667,3,9,12,8.666666667,0.552633333,0.957366667,1.505,1.129733333,45.87,131.4566667,185.290152,140.1434853,0,0.95,2.07,2.04,0,2,10,10,0,0,0,0,0,-2,-0.666666667,-0.666666667,0,-0.04,0.466666667,0.466666667,0,-7.2,-3.342813333,-2.742813333,3.944533333,2.924,6.868533333,5.848,21.33333333,16,37.33333333,32,0.333333333,0.333333333,0.666666667,0.666666667,0.333333333,1,1.333333333,2,0.177633333,0.187366667,0.365,0.374733333,9.363333333,19.96333333,29.32666667,39.92666667,0,0.296666667,0.296666667,0.593333333,0,0.666666667,0.666666667,1.333333333,0,0,0,0,0,-0.666666667,-0.666666667,-1.333333333,0,-0.013333333,-0.013333333,-0.026666667,0,-2,-2,-4,qmof-089940d,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qmof-089a220,0
198.0489,415.5348,787.0004,1125.4996,1536,3748,5034,4984,29,60,106,160,166,452,708,772,12.2317,31.246,52.201,66.504,3.6481,37.8944,46.031,61.0436,784,1288,1120,1624,1,6,10,12,36,96,132,156,1.4641,5.3482,7.381,9.0992,0,-8.38,-5,-9.04,0,122,240,278,0,0,0,0,0,20,38,46,0,2.84,6,7,151.0794,289.986,472.4504,578.079,624,1200,1700,1548,22,44,72,90,116,284,376,394,9.1558,20.9132,30.5224,33.8058,10.1056,13.26,27.11493333,16.88666667,54,72,107.3333333,30.66666667,1,1.666666667,3.333333333,2.333333333,3,9,12.33333333,4.333333333,0.552633333,0.957366667,1.495,0.737433333,45.87,131.4566667,166.050152,80.35860733,0,0.95,1.743333333,2.243333333,0,2,9.333333333,13.33333333,0,0,0,0,0,-2,-1,0.666666667,0,-0.04,0.48,0.733333333,0,-7.2,-0.742813333,2.38578,10.1056,17.71866667,27.11493333,12.428,54,76.66666667,107.3333333,26,1,2.333333333,3.333333333,1.666666667,6.333333333,15,15.66666667,3.666666667,0.552633333,1.142366667,1.495,0.552433333,45.87,153.6917427,166.050152,58.12353133,0,1.51,1.743333333,1.683333333,0,6,9.333333333,9.333333333,0,0,0,0,0,0.666666667,2.333333333,0.666666667,0,0.213333333,0.48,0.48,0,-5.271406667,-0.742813333,0.457186667,qmof-089b013,
